,Student_ID,Study_Hours_Per_Day,Extracurricular_Hours_Per_Day,Sleep_Hours_Per_Day,Social_Hours_Per_Day,Physical_Activity_Hours_Per_Day,GPA,Stress_Level,Stress_Level_Num,Study_Hours_Category
1037,1038,8.0,0.4,8.4,0.4,6.8,3.39,Moderate,2,7-8 hours
1038,1039,8.0,3.0,6.1,5.0,1.9,2.9,Moderate,2,7-8 hours
1039,1040,5.7,3.8,5.4,1.2,7.9,2.81,High,3,1-6 hours
1040,1041,6.7,2.5,7.7,0.8,6.3,2.81,Moderate,2,1-6 hours
1041,1042,6.1,1.6,8.5,1.3,6.5,2.76,Moderate,2,1-6 hours
1042,1043,6.8,1.6,9.9,5.4,0.3,2.89,Moderate,2,1-6 hours
1043,1044,5.3,1.3,6.3,3.0,8.1,2.94,Low,1,1-6 hours
1044,1045,8.9,3.4,9.2,0.9,1.6,3.11,High,3,7-8 hours
1045,1046,5.3,2.8,5.0,2.5,8.4,3.02,High,3,1-6 hours
1046,1047,6.6,2.8,8.8,1.8,4.0,2.87,Moderate,2,1-6 hours
1047,1048,7.2,2.9,8.5,5.3,0.1,3.26,Moderate,2,7-8 hours
1048,1049,6.1,2.6,8.0,5.5,1.8,3.01,Moderate,2,1-6 hours
1049,1050,7.8,1.1,7.4,2.0,5.7,3.04,Moderate,2,7-8 hours
1050,1051,7.9,3.6,7.8,3.0,1.7,3.05,Moderate,2,7-8 hours
1051,1052,6.2,2.0,6.6,1.1,8.1,2.94,Moderate,2,1-6 hours
1052,1053,7.5,1.3,6.3,2.8,6.1,3.21,Moderate,2,7-8 hours
1053,1054,5.5,3.1,9.0,4.6,1.8,2.97,Low,1,1-6 hours
1054,1055,5.6,2.6,9.2,3.5,3.1,2.72,Low,1,1-6 hours
1055,1056,7.6,0.1,8.2,0.5,7.6,3.56,Moderate,2,7-8 hours
1056,1057,7.2,1.2,7.7,0.8,7.1,3.28,Moderate,2,7-8 hours
1057,1058,5.8,0.4,5.7,5.3,6.8,3.0,High,3,1-6 hours
1058,1059,7.6,1.9,5.5,3.9,5.1,3.17,High,3,7-8 hours
1059,1060,8.1,0.3,5.6,0.3,9.7,3.25,High,3,7-8 hours
1060,1061,6.3,0.5,6.3,2.3,8.6,2.97,Moderate,2,1-6 hours
1061,1062,9.2,2.8,5.6,4.4,2.0,3.5,High,3,+9 hours
1062,1063,6.4,2.6,6.7,6.0,2.3,2.78,Moderate,2,1-6 hours
1063,1064,9.7,0.1,8.5,4.1,1.6,3.26,High,3,+9 hours
1064,1065,9.2,3.9,9.9,0.1,0.9,3.48,High,3,+9 hours
1065,1066,8.2,0.5,8.3,5.9,1.1,3.44,High,3,7-8 hours
1066,1067,9.6,1.8,5.2,2.2,5.2,3.55,High,3,+9 hours
1067,1068,7.3,0.2,7.1,2.8,6.6,3.27,Moderate,2,7-8 hours
1068,1069,9.6,2.6,6.6,2.7,2.5,3.37,High,3,+9 hours
1069,1070,6.8,2.7,8.3,4.3,1.9,2.58,Moderate,2,1-6 hours
1070,1071,6.3,1.3,5.6,3.9,6.9,2.97,High,3,1-6 hours
1071,1072,9.3,3.6,7.2,1.8,2.1,3.3,High,3,+9 hours
1072,1073,5.4,2.7,9.1,1.5,5.3,3.04,Low,1,1-6 hours
1073,1074,9.4,1.0,7.8,1.1,4.7,3.36,High,3,+9 hours
1074,1075,5.5,3.6,9.1,4.4,1.4,2.44,Low,1,1-6 hours
1075,1076,7.7,0.4,8.8,3.5,3.6,3.0,Moderate,2,7-8 hours
1076,1077,5.9,0.8,5.9,0.3,11.1,3.11,High,3,1-6 hours
1077,1078,5.1,0.2,7.9,4.9,5.9,2.82,Low,1,1-6 hours
1078,1079,6.6,1.4,8.0,1.6,6.4,3.23,Moderate,2,1-6 hours
1079,1080,8.7,2.7,6.0,2.1,4.5,3.67,High,3,7-8 hours
1080,1081,5.6,0.5,8.4,5.2,4.3,2.86,Low,1,1-6 hours
1081,1082,5.9,0.4,9.1,3.5,5.1,2.96,Low,1,1-6 hours
1082,1083,8.1,3.1,8.5,3.6,0.7,3.12,High,3,7-8 hours
1083,1084,8.2,1.3,9.8,0.2,4.5,3.38,High,3,7-8 hours
1084,1085,7.9,0.7,8.6,1.1,5.7,3.18,Moderate,2,7-8 hours
1085,1086,9.6,0.8,5.7,4.6,3.3,3.12,High,3,+9 hours
1086,1087,7.5,3.6,5.7,3.9,3.3,3.01,High,3,7-8 hours
1087,1088,8.4,2.4,8.8,1.4,3.0,3.17,High,3,7-8 hours
1088,1089,7.2,1.6,9.9,1.5,3.8,2.89,Moderate,2,7-8 hours
1089,1090,7.8,1.0,9.6,1.5,4.1,2.9,Moderate,2,7-8 hours
1090,1091,9.5,0.4,8.3,5.3,0.5,3.56,High,3,+9 hours
1091,1092,8.4,1.2,5.9,1.8,6.7,3.25,High,3,7-8 hours
1092,1093,5.5,0.6,5.5,2.5,9.9,2.74,High,3,1-6 hours
1093,1094,5.7,2.6,6.0,0.6,9.1,2.92,Low,1,1-6 hours
1094,1095,5.8,3.7,9.1,1.9,3.5,2.97,Low,1,1-6 hours
1095,1096,8.4,2.7,8.1,1.3,3.5,3.68,High,3,7-8 hours
1096,1097,5.2,1.8,9.5,3.4,4.1,2.88,Low,1,1-6 hours
1097,1098,8.4,3.9,9.9,1.2,0.6,3.08,High,3,7-8 hours
1098,1099,6.2,3.2,5.5,4.7,4.4,2.89,High,3,1-6 hours
1099,1100,8.2,1.7,7.2,1.9,5.0,3.38,High,3,7-8 hours
1100,1101,8.8,3.7,9.7,0.3,1.5,3.39,High,3,7-8 hours
1101,1102,6.3,0.3,6.3,5.5,5.6,3.06,Moderate,2,1-6 hours
1102,1103,8.2,2.9,6.3,4.3,2.3,3.21,High,3,7-8 hours
1103,1104,8.1,0.6,9.1,1.4,4.8,3.15,High,3,7-8 hours
1104,1105,8.3,1.6,8.0,0.6,5.5,3.4,High,3,7-8 hours
1105,1106,10.0,0.8,6.3,4.0,2.9,3.39,High,3,+9 hours
1106,1107,9.8,3.7,7.5,2.4,0.6,3.35,High,3,+9 hours
1107,1108,6.4,3.3,6.9,0.5,6.9,2.9,Moderate,2,1-6 hours
1108,1109,6.7,3.9,8.1,2.2,3.1,2.89,Moderate,2,1-6 hours
1109,1110,5.4,0.2,5.6,3.5,9.3,2.98,High,3,1-6 hours
1110,1111,9.6,2.0,9.2,1.4,1.8,3.64,High,3,+9 hours
1111,1112,5.9,1.4,8.2,0.4,8.1,3.07,Low,1,1-6 hours
1112,1113,6.8,2.1,10.0,2.4,2.7,2.96,Moderate,2,1-6 hours
1113,1114,9.0,2.4,9.4,1.3,1.9,3.61,High,3,+9 hours
1114,1115,8.0,2.5,7.1,0.9,5.5,3.13,Moderate,2,7-8 hours
1115,1116,6.1,2.9,6.6,3.0,5.4,3.01,Moderate,2,1-6 hours
1116,1117,5.8,3.8,9.3,4.4,0.7,3.16,Low,1,1-6 hours
1117,1118,5.7,0.0,5.1,3.5,9.7,2.75,High,3,1-6 hours
1118,1119,7.3,2.1,5.0,2.5,7.1,3.0,High,3,7-8 hours
1119,1120,8.7,0.9,9.1,3.1,2.2,3.65,High,3,7-8 hours
1120,1121,6.1,0.9,8.1,5.0,3.9,2.61,Moderate,2,1-6 hours
1121,1122,9.3,2.7,7.2,2.3,2.5,3.29,High,3,+9 hours
1122,1123,6.0,2.5,6.8,6.0,2.7,2.5,Moderate,2,1-6 hours
1123,1124,7.8,3.7,9.0,1.6,1.9,2.6,Moderate,2,7-8 hours
1124,1125,8.6,2.3,7.5,1.1,4.5,2.97,High,3,7-8 hours
1125,1126,9.6,1.3,9.8,1.8,1.5,3.39,High,3,+9 hours
1126,1127,8.2,2.2,5.6,2.3,5.7,3.28,High,3,7-8 hours
1127,1128,7.2,3.1,6.1,1.0,6.6,2.92,Moderate,2,7-8 hours
1128,1129,7.0,3.7,8.6,2.0,2.7,2.88,Moderate,2,7-8 hours
1129,1130,9.9,2.7,6.4,2.9,2.1,3.49,High,3,+9 hours
1130,1131,5.5,3.9,5.9,3.9,4.8,2.99,High,3,1-6 hours
1131,1132,8.9,2.7,8.1,3.8,0.5,3.14,High,3,7-8 hours
1132,1133,5.4,1.3,6.2,5.9,5.2,3.1,Low,1,1-6 hours
1133,1134,8.4,0.8,6.2,1.7,6.9,3.12,High,3,7-8 hours
1134,1135,7.1,0.9,5.1,5.3,5.6,3.05,High,3,7-8 hours
1135,1136,6.7,0.0,8.4,5.0,3.9,3.05,Moderate,2,1-6 hours
1136,1137,5.7,0.6,9.0,3.7,5.0,2.88,Low,1,1-6 hours
1137,1138,6.5,1.5,8.8,4.9,2.3,2.88,Moderate,2,1-6 hours
1138,1139,7.0,3.8,7.0,4.6,1.6,3.24,Moderate,2,7-8 hours
1139,1140,9.5,0.3,9.7,3.7,0.8,3.42,High,3,+9 hours
1140,1141,9.0,0.8,9.0,4.4,0.8,3.37,High,3,+9 hours
1141,1142,5.2,0.6,7.7,3.5,7.0,2.77,Low,1,1-6 hours
1142,1143,8.2,0.1,9.8,0.3,5.6,3.37,High,3,7-8 hours
1143,1144,8.3,3.3,5.1,3.3,4.0,3.27,High,3,7-8 hours
1144,1145,7.3,2.0,5.4,4.1,5.2,3.41,High,3,7-8 hours
1145,1146,7.4,0.6,8.2,1.0,6.8,3.11,Moderate,2,7-8 hours
1146,1147,9.4,2.5,5.8,5.8,0.5,3.25,High,3,+9 hours
1147,1148,8.1,1.0,9.0,4.8,1.1,3.22,High,3,7-8 hours
1148,1149,9.9,2.0,7.3,3.6,1.2,3.51,High,3,+9 hours
1149,1150,7.7,0.4,7.1,5.1,3.7,2.94,Moderate,2,7-8 hours
1150,1151,9.3,0.4,5.5,1.6,7.2,3.29,High,3,+9 hours
1151,1152,8.1,1.4,8.9,1.3,4.3,3.27,High,3,7-8 hours
1152,1153,8.2,0.9,8.6,5.2,1.1,3.03,High,3,7-8 hours
1153,1154,7.1,0.6,8.5,4.6,3.2,3.11,Moderate,2,7-8 hours
1154,1155,5.5,2.0,9.1,5.6,1.8,2.95,Low,1,1-6 hours
1155,1156,7.7,1.6,9.2,2.7,2.8,3.16,Moderate,2,7-8 hours
1156,1157,7.4,2.0,9.2,4.5,0.9,2.77,Moderate,2,7-8 hours
1157,1158,7.5,2.3,6.2,4.8,3.2,2.93,Moderate,2,7-8 hours
1158,1159,7.4,1.3,5.5,1.4,8.4,3.09,High,3,7-8 hours
1159,1160,5.8,1.8,6.5,0.2,9.7,2.92,Low,1,1-6 hours
1160,1161,6.6,2.2,7.8,2.1,5.3,3.09,Moderate,2,1-6 hours
1161,1162,6.9,1.0,6.2,2.7,7.2,3.02,Moderate,2,1-6 hours
1162,1163,8.8,0.8,8.5,0.1,5.8,3.61,High,3,7-8 hours
1163,1164,6.7,2.3,6.0,4.5,4.5,2.92,Moderate,2,1-6 hours
1164,1165,5.3,3.4,6.0,5.2,4.1,3.06,Low,1,1-6 hours
1165,1166,6.6,3.6,5.6,1.1,7.1,2.82,High,3,1-6 hours
1166,1167,7.5,0.3,6.0,5.7,4.5,3.11,Moderate,2,7-8 hours
1167,1168,9.6,2.2,6.3,4.1,1.8,3.49,High,3,+9 hours
1168,1169,8.3,4.0,6.3,3.6,1.8,3.36,High,3,7-8 hours
1169,1170,7.5,1.2,5.8,1.7,7.8,3.25,High,3,7-8 hours
1170,1171,6.9,3.0,7.7,0.5,5.9,3.17,Moderate,2,1-6 hours
1171,1172,8.2,3.2,7.3,1.9,3.4,3.2,High,3,7-8 hours
1172,1173,5.5,3.5,8.9,1.0,5.1,2.3,Low,1,1-6 hours
1173,1174,8.1,3.8,7.9,2.3,1.9,3.72,High,3,7-8 hours
1174,1175,5.3,0.3,5.9,0.2,12.3,2.97,High,3,1-6 hours
1175,1176,5.7,3.3,5.8,1.8,7.4,3.04,High,3,1-6 hours
1176,1177,6.2,1.5,6.3,2.9,7.1,2.97,Moderate,2,1-6 hours
1177,1178,5.3,0.6,5.3,3.8,9.0,2.79,High,3,1-6 hours
1178,1179,5.3,3.3,7.6,3.2,4.6,2.55,Low,1,1-6 hours
1179,1180,6.0,1.3,8.0,1.3,7.4,2.95,Moderate,2,1-6 hours
1180,1181,5.6,3.9,5.1,4.8,4.6,2.7,High,3,1-6 hours
1181,1182,5.7,0.6,8.5,3.9,5.3,3.05,Low,1,1-6 hours
1182,1183,8.9,3.7,8.5,0.5,2.4,3.46,High,3,7-8 hours
1183,1184,6.0,0.3,8.5,2.4,6.8,2.81,Moderate,2,1-6 hours
1184,1185,9.6,2.6,5.5,5.7,0.6,3.28,High,3,+9 hours
1185,1186,7.0,0.2,7.5,0.7,8.6,2.81,Moderate,2,7-8 hours
1186,1187,7.0,1.4,8.9,4.8,1.9,2.97,Moderate,2,7-8 hours
1187,1188,6.9,0.6,9.0,4.2,3.3,2.83,Moderate,2,1-6 hours
1188,1189,6.0,1.5,5.5,3.8,7.2,2.8,High,3,1-6 hours
1189,1190,7.9,3.6,7.8,0.8,3.9,3.45,Moderate,2,7-8 hours
1190,1191,6.9,3.4,8.2,3.6,1.9,3.37,Moderate,2,1-6 hours
1191,1192,8.8,2.4,5.8,4.8,2.2,3.38,High,3,7-8 hours
1192,1193,8.6,0.3,7.3,1.0,6.8,3.51,High,3,7-8 hours
1193,1194,8.1,2.7,9.2,0.9,3.1,2.78,High,3,7-8 hours
1194,1195,5.6,3.4,5.8,5.8,3.4,2.84,High,3,1-6 hours
1195,1196,9.9,0.4,6.5,3.8,3.4,3.73,High,3,+9 hours
1196,1197,6.8,3.7,5.3,3.3,4.9,3.37,High,3,1-6 hours
1197,1198,6.3,1.5,9.2,1.2,5.8,3.15,Moderate,2,1-6 hours
1198,1199,9.1,2.3,8.8,2.7,1.1,3.43,High,3,+9 hours
1199,1200,9.3,1.7,9.8,1.4,1.8,3.12,High,3,+9 hours
1200,1201,5.7,1.6,9.8,1.9,5.0,2.72,Low,1,1-6 hours
1201,1202,8.6,1.2,8.9,2.3,3.0,3.24,High,3,7-8 hours
1202,1203,7.4,3.1,6.9,2.7,3.9,2.82,Moderate,2,7-8 hours
1203,1204,7.6,3.2,6.8,3.1,3.3,2.87,Moderate,2,7-8 hours
1204,1205,8.4,1.1,6.4,5.6,2.5,3.37,High,3,7-8 hours
1205,1206,8.2,0.1,8.1,3.1,4.5,3.56,High,3,7-8 hours
1206,1207,7.7,1.4,5.4,1.2,8.3,3.13,High,3,7-8 hours
1207,1208,7.3,0.2,5.2,4.3,7.0,3.21,High,3,7-8 hours
1208,1209,7.7,2.0,6.2,4.5,3.6,3.07,Moderate,2,7-8 hours
1209,1210,7.3,1.1,6.2,3.9,5.5,3.0,Moderate,2,7-8 hours
1210,1211,8.3,3.3,7.1,0.4,4.9,3.56,High,3,7-8 hours
1211,1212,5.0,2.1,5.2,3.4,8.3,2.9,High,3,1-6 hours
1212,1213,9.6,3.9,7.7,1.3,1.5,3.47,High,3,+9 hours
1213,1214,5.3,1.9,6.2,2.8,7.8,2.87,Low,1,1-6 hours
1214,1215,7.3,2.3,6.8,1.0,6.6,3.35,Moderate,2,7-8 hours
1215,1216,8.3,1.4,9.7,4.2,0.4,3.25,High,3,7-8 hours
1216,1217,6.0,0.2,8.7,5.0,4.1,3.04,Moderate,2,1-6 hours
1217,1218,5.1,1.0,7.3,3.8,6.8,3.24,Low,1,1-6 hours
1218,1219,7.8,3.0,6.4,3.4,3.4,3.14,Moderate,2,7-8 hours
1219,1220,8.8,2.8,10.0,0.7,1.7,3.16,High,3,7-8 hours
1220,1221,7.5,1.3,7.2,5.1,2.9,3.27,Moderate,2,7-8 hours
1221,1222,6.0,3.5,5.3,5.3,3.9,2.97,High,3,1-6 hours
1222,1223,6.6,1.3,7.6,5.6,2.9,2.96,Moderate,2,1-6 hours
1223,1224,9.3,1.6,6.0,2.5,4.6,3.31,High,3,+9 hours
1224,1225,6.9,3.7,8.8,2.3,2.3,3.03,Moderate,2,1-6 hours
1225,1226,5.3,1.0,7.2,0.9,9.6,2.85,Low,1,1-6 hours
1226,1227,9.7,3.1,6.3,2.9,2.0,3.5,High,3,+9 hours
1227,1228,9.4,2.1,8.9,2.0,1.6,3.43,High,3,+9 hours
1228,1229,7.8,0.5,5.6,3.2,6.9,3.36,High,3,7-8 hours
1229,1230,9.8,1.9,5.3,3.3,3.7,3.93,High,3,+9 hours
1230,1231,9.2,4.0,7.2,1.2,2.4,3.1,High,3,+9 hours
1231,1232,5.2,1.4,6.3,4.1,7.0,3.12,Low,1,1-6 hours
1232,1233,9.7,1.1,9.1,0.2,3.9,3.3,High,3,+9 hours
1233,1234,9.7,3.1,8.3,2.4,0.5,3.47,High,3,+9 hours
1234,1235,8.2,3.9,8.6,3.1,0.2,3.02,High,3,7-8 hours
1235,1236,7.6,0.5,8.0,2.9,5.0,3.15,Moderate,2,7-8 hours
1236,1237,8.1,0.0,6.0,2.9,7.0,3.19,High,3,7-8 hours
1237,1238,7.1,2.9,8.0,1.8,4.2,3.17,Moderate,2,7-8 hours
1238,1239,7.1,0.9,9.8,0.8,5.4,3.01,Moderate,2,7-8 hours
1239,1240,6.1,3.1,6.0,0.5,8.3,2.9,Moderate,2,1-6 hours
1240,1241,7.4,0.0,5.4,4.8,6.4,3.14,High,3,7-8 hours
1241,1242,9.3,2.7,5.3,4.7,2.0,3.41,High,3,+9 hours
1242,1243,9.2,3.2,7.5,1.0,3.1,3.48,High,3,+9 hours
1243,1244,9.9,0.6,6.1,1.3,6.1,3.63,High,3,+9 hours
1244,1245,9.0,0.7,5.3,6.0,3.0,3.56,High,3,+9 hours
1245,1246,7.8,3.6,9.6,0.0,3.0,3.09,Moderate,2,7-8 hours
1246,1247,5.4,1.0,8.3,5.3,4.0,3.27,Low,1,1-6 hours
1247,1248,5.9,3.2,9.8,1.4,3.7,2.71,Low,1,1-6 hours
1248,1249,7.5,0.3,7.8,3.0,5.4,3.09,Moderate,2,7-8 hours
1249,1250,6.7,2.1,7.9,0.1,7.2,2.78,Moderate,2,1-6 hours
1250,1251,8.8,2.9,6.8,0.3,5.2,3.17,High,3,7-8 hours
1251,1252,5.9,2.3,5.8,2.1,7.9,2.66,High,3,1-6 hours
1252,1253,8.5,2.2,6.9,2.5,3.9,3.25,High,3,7-8 hours
1253,1254,5.4,3.5,5.4,4.2,5.5,2.81,High,3,1-6 hours
1254,1255,9.6,1.1,6.9,3.4,3.0,3.37,High,3,+9 hours
1255,1256,8.3,1.6,7.4,0.3,6.4,3.29,High,3,7-8 hours
1256,1257,6.0,3.2,7.3,1.8,5.7,3.11,Moderate,2,1-6 hours
1257,1258,8.7,1.1,5.6,1.5,7.1,3.24,High,3,7-8 hours
1258,1259,9.6,2.3,7.7,2.6,1.8,3.67,High,3,+9 hours
1259,1260,7.6,0.5,5.6,3.2,7.1,3.04,High,3,7-8 hours
1260,1261,9.7,1.2,9.3,2.9,0.9,3.51,High,3,+9 hours
1261,1262,6.0,1.5,7.5,4.4,4.6,2.8,Moderate,2,1-6 hours
1262,1263,5.6,1.6,7.4,3.2,6.2,2.75,Low,1,1-6 hours
1263,1264,9.0,2.8,7.8,3.1,1.3,3.43,High,3,+9 hours
1264,1265,7.1,0.6,8.3,3.1,4.9,2.79,Moderate,2,7-8 hours
1265,1266,9.5,2.3,5.4,2.7,4.1,3.67,High,3,+9 hours
1266,1267,8.8,3.2,7.5,4.0,0.5,3.2,High,3,7-8 hours
1267,1268,9.5,3.6,8.4,2.1,0.4,3.11,High,3,+9 hours
1268,1269,5.4,3.5,6.6,1.1,7.4,2.72,Low,1,1-6 hours
1269,1270,6.3,1.3,5.7,1.8,8.9,2.65,High,3,1-6 hours
1270,1271,7.9,1.8,6.7,4.5,3.1,3.24,Moderate,2,7-8 hours
1271,1272,6.7,3.0,5.8,0.8,7.7,3.09,High,3,1-6 hours
1272,1273,6.7,3.2,6.2,0.4,7.5,2.74,Moderate,2,1-6 hours
1273,1274,7.8,2.1,8.3,1.4,4.4,3.31,Moderate,2,7-8 hours
1274,1275,9.3,1.2,8.5,0.1,4.9,3.1,High,3,+9 hours
1275,1276,7.7,0.3,9.0,1.3,5.7,2.9,Moderate,2,7-8 hours
1276,1277,8.4,3.2,7.8,3.4,1.2,3.02,High,3,7-8 hours
1277,1278,9.0,1.2,7.9,4.4,1.5,3.62,High,3,+9 hours
1278,1279,6.9,1.2,7.3,4.9,3.7,3.05,Moderate,2,1-6 hours
1279,1280,8.3,3.6,5.5,1.4,5.2,3.4,High,3,7-8 hours
1280,1281,8.5,3.3,9.3,1.2,1.7,3.25,High,3,7-8 hours
1281,1282,6.2,1.2,8.9,0.5,7.2,2.76,Moderate,2,1-6 hours
1282,1283,9.1,1.7,8.0,0.5,4.7,3.23,High,3,+9 hours
1283,1284,9.8,3.2,7.3,0.8,2.9,3.42,High,3,+9 hours
1284,1285,9.7,1.4,5.8,3.4,3.7,3.67,High,3,+9 hours
1285,1286,7.4,4.0,8.4,0.3,3.9,3.15,Moderate,2,7-8 hours
1286,1287,10.0,1.6,6.4,3.3,2.7,3.39,High,3,+9 hours
1287,1288,5.0,1.8,9.2,3.4,4.6,2.7,Low,1,1-6 hours
1288,1289,10.0,1.1,6.4,1.0,5.5,3.4,High,3,+9 hours
1289,1290,9.0,3.6,9.9,0.3,1.2,3.19,High,3,+9 hours
1290,1291,9.4,1.3,5.6,5.2,2.5,3.2,High,3,+9 hours
1291,1292,7.1,1.1,8.7,2.7,4.4,3.15,Moderate,2,7-8 hours
1292,1293,9.9,0.2,6.8,2.9,4.2,3.09,High,3,+9 hours
1293,1294,8.6,3.5,9.7,1.8,0.4,3.3,High,3,7-8 hours
1294,1295,9.3,2.2,9.1,1.0,2.4,3.07,High,3,+9 hours
1295,1296,7.3,1.1,9.8,1.8,4.0,2.91,Moderate,2,7-8 hours
1296,1297,5.5,2.1,5.3,0.7,10.4,2.79,High,3,1-6 hours
1297,1298,7.2,3.2,8.7,2.1,2.8,2.78,Moderate,2,7-8 hours
1298,1299,6.7,1.3,8.9,0.3,6.8,2.79,Moderate,2,1-6 hours
1299,1300,6.2,3.7,9.3,3.4,1.4,2.92,Moderate,2,1-6 hours
1300,1301,7.4,2.1,9.9,4.4,0.2,3.23,Moderate,2,7-8 hours
1301,1302,6.0,0.9,8.4,2.4,6.3,2.79,Moderate,2,1-6 hours
1302,1303,9.7,0.4,7.6,5.5,0.8,3.73,High,3,+9 hours
1303,1304,5.8,3.9,9.6,0.8,3.9,2.57,Low,1,1-6 hours
1304,1305,5.6,0.3,9.5,1.2,7.4,2.57,Low,1,1-6 hours
1305,1306,8.0,0.3,6.1,5.6,4.0,2.76,Moderate,2,7-8 hours
1306,1307,9.5,3.1,5.1,2.0,4.3,3.14,High,3,+9 hours
1307,1308,9.5,2.5,5.4,5.5,1.1,3.59,High,3,+9 hours
1308,1309,9.8,0.3,7.7,1.8,4.4,3.23,High,3,+9 hours
1309,1310,7.9,3.8,7.5,0.4,4.4,3.11,Moderate,2,7-8 hours
1310,1311,8.1,1.4,9.3,2.3,2.9,3.11,High,3,7-8 hours
1311,1312,8.8,1.1,8.8,1.1,4.2,3.22,High,3,7-8 hours
1312,1313,6.6,1.9,9.7,5.4,0.4,2.88,Moderate,2,1-6 hours
1313,1314,5.7,2.0,7.3,5.4,3.6,2.62,Low,1,1-6 hours
1314,1315,9.7,1.5,7.5,4.8,0.5,3.3,High,3,+9 hours
1315,1316,6.1,0.8,5.2,3.9,8.0,2.56,High,3,1-6 hours
1316,1317,6.3,0.2,6.2,4.8,6.5,2.93,Moderate,2,1-6 hours
1317,1318,7.1,3.9,6.0,1.3,5.7,3.3,Moderate,2,7-8 hours
1318,1319,6.5,0.7,6.9,5.5,4.4,2.71,Moderate,2,1-6 hours
1319,1320,9.7,0.2,6.1,3.4,4.6,3.81,High,3,+9 hours
1320,1321,8.1,0.2,7.0,3.9,4.8,3.41,High,3,7-8 hours
1321,1322,6.6,0.4,7.1,0.8,9.1,3.27,Moderate,2,1-6 hours
1322,1323,9.7,1.9,6.6,4.4,1.4,3.06,High,3,+9 hours
1323,1324,9.1,3.5,8.4,0.1,2.9,3.36,High,3,+9 hours
1324,1325,7.8,3.1,5.7,1.4,6.0,3.14,High,3,7-8 hours
1325,1326,7.2,0.0,9.1,2.2,5.5,3.41,Moderate,2,7-8 hours
1326,1327,7.7,2.7,8.5,4.9,0.2,2.68,Moderate,2,7-8 hours
1327,1328,9.8,2.6,6.5,0.6,4.5,3.62,High,3,+9 hours
1328,1329,9.2,1.4,8.3,2.4,2.7,3.47,High,3,+9 hours
1329,1330,5.3,1.7,7.7,2.6,6.7,2.54,Low,1,1-6 hours
1330,1331,8.7,3.3,8.9,0.1,3.0,3.34,High,3,7-8 hours
1331,1332,9.7,3.3,9.2,0.5,1.3,3.18,High,3,+9 hours
1332,1333,7.1,1.9,5.8,0.2,9.0,3.02,High,3,7-8 hours
1333,1334,9.6,2.3,8.3,3.5,0.3,3.41,High,3,+9 hours
1334,1335,6.7,2.5,5.2,1.1,8.5,3.11,High,3,1-6 hours
1335,1336,6.8,1.5,7.7,0.0,8.0,3.15,Moderate,2,1-6 hours
1336,1337,6.2,0.8,6.3,4.8,5.9,2.76,Moderate,2,1-6 hours
1337,1338,7.5,3.5,6.2,0.5,6.3,3.0,Moderate,2,7-8 hours
1338,1339,6.8,3.0,7.8,4.9,1.5,2.99,Moderate,2,1-6 hours
1339,1340,5.2,3.9,6.9,0.9,7.1,3.28,Low,1,1-6 hours
1340,1341,8.3,1.1,7.9,3.5,3.2,3.49,High,3,7-8 hours
1341,1342,6.3,1.8,7.7,4.0,4.2,2.91,Moderate,2,1-6 hours
1342,1343,8.9,1.6,8.2,0.8,4.5,3.3,High,3,7-8 hours
1343,1344,8.6,0.1,6.0,2.9,6.4,3.42,High,3,7-8 hours
1344,1345,9.4,2.1,9.6,1.4,1.5,3.2,High,3,+9 hours
1345,1346,9.0,1.0,9.5,4.1,0.4,3.34,High,3,+9 hours
1346,1347,9.7,2.1,8.4,3.0,0.8,3.51,High,3,+9 hours
1347,1348,5.2,2.0,5.8,1.1,9.9,2.58,High,3,1-6 hours
1348,1349,6.8,1.7,8.1,0.4,7.0,2.75,Moderate,2,1-6 hours
1349,1350,7.9,2.5,7.8,4.3,1.5,3.19,Moderate,2,7-8 hours
1350,1351,6.7,3.1,7.2,2.9,4.1,3.24,Moderate,2,1-6 hours
1351,1352,6.5,0.3,5.5,5.5,6.2,3.28,High,3,1-6 hours
1352,1353,8.4,0.5,6.8,3.6,4.7,3.34,High,3,7-8 hours
1353,1354,5.0,0.8,9.8,3.7,4.7,2.69,Low,1,1-6 hours
1354,1355,6.3,0.3,5.1,1.5,10.8,2.9,High,3,1-6 hours
1355,1356,8.6,3.7,7.0,0.9,3.8,3.48,High,3,7-8 hours
1356,1357,7.6,3.6,9.0,0.3,3.5,3.27,Moderate,2,7-8 hours
1357,1358,9.5,0.5,7.7,5.3,1.0,3.78,High,3,+9 hours
1358,1359,7.1,1.9,5.4,1.7,7.9,3.14,High,3,7-8 hours
1359,1360,6.4,1.8,8.4,1.0,6.4,2.93,Moderate,2,1-6 hours
1360,1361,7.4,3.0,9.3,2.7,1.6,2.95,Moderate,2,7-8 hours
1361,1362,9.7,0.5,8.9,1.3,3.6,3.53,High,3,+9 hours
1362,1363,9.7,2.9,8.8,0.6,2.0,3.87,High,3,+9 hours
1363,1364,8.8,0.4,9.8,4.5,0.5,3.12,High,3,7-8 hours
1364,1365,6.4,3.3,7.6,2.8,3.9,3.11,Moderate,2,1-6 hours
1365,1366,8.6,1.6,8.1,4.0,1.7,2.94,High,3,7-8 hours
1366,1367,8.6,0.2,9.3,2.7,3.2,3.11,High,3,7-8 hours
1367,1368,7.4,3.5,6.9,4.5,1.7,2.95,Moderate,2,7-8 hours
